,food_id,food_name,food_group,food_subgroup,nutri_score,nutri_score_category,hasQuality
669,575,Wheat,Cereals and cereal products,Cereals,-2,A,"['high_potassium', 'high_iron', 'high_phosphorus', 'high_vitaminK1', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8', 'high_vitaminB11']"
670,576,Common chokecherry,Fruits,Drupes,-2,A,"['high_vitaminK1', 'high_vitaminB5']"
671,577,Agave,Vegetables,Other vegetables,-3,A,"['high_calcium', 'high_vitaminB5']"
672,578,Narrowleaf cattail,Vegetables,Other vegetables,1,B,"['high_vitaminK1', 'high_vitaminB5']"
673,579,Jellyfish,Aquatic foods,Other aquatic foods,7,C,['high_sodium']
674,580,Anchovy,Aquatic foods,Fishes,5,C,['high_sodium']
675,581,Blue whiting,Aquatic foods,Fishes,-5,A,[]
676,582,Carp bream,Aquatic foods,Fishes,-5,A,['high_vitaminB3']
677,583,Chanterelle,Vegetables,Mushrooms,-5,A,"['high_vitaminB3', 'high_vitaminB5']"
678,584,Sturgeon,Aquatic foods,Fishes,5,C,"['high_sodium', 'high_vitaminD3', 'high_vitaminEAlpha', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3']"
679,585,Charr,Aquatic foods,Fishes,5,C,"['high_sodium', 'high_phosphorus']"
680,586,Cinnamon,Herbs and Spices,Spices,-4,A,"['high_calcium', 'high_iron']"
681,587,Crab,Aquatic foods,Crustaceans,5,C,"['high_sodium', 'high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
682,588,Common dab,Aquatic foods,Fishes,-5,A,"['high_vitaminB5', 'high_vitaminB8']"
683,589,Spiny dogfish,Aquatic foods,Fishes,-4,A,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
684,590,Anatidae,Animal foods,Poultry,-5,A,"['high_iron', 'high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8']"
685,591,Anguilliformes,Aquatic foods,Fishes,-5,A,"['high_vitaminEAlpha', 'high_vitaminB3', 'high_vitaminB5']"
686,592,True frog,Aquatic foods,Amphibians,-5,A,['high_vitaminB6']
687,593,Garfish,Aquatic foods,Fishes,-5,A,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8']"
688,594,Gadiformes,Aquatic foods,Fishes,-5,A,[]
689,595,Mountain hare,Animal foods,Lagomorphs,-5,A,"['high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
690,596,Lake trout,Aquatic foods,Fishes,-5,A,"['high_phosphorus', 'high_vitaminD3']"
691,597,Lemon sole,Aquatic foods,Fishes,-4,A,"['high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
692,598,Clawed lobster,Aquatic foods,Crustaceans,5,C,"['high_sodium', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
693,599,Lumpsucker,Aquatic foods,Fishes,-5,A,[]
694,600,"Scombridae (Bonito, Mackerel, Tuna)",Aquatic foods,Fishes,13,D,"['high_phosphorus', 'high_vitaminD3', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
695,601,Marine mussel,Aquatic foods,Mollusks,1,B,['high_iron']
696,602,Norway haddock,Aquatic foods,Fishes,-5,A,[]
697,603,Norway lobster,Aquatic foods,Crustaceans,-2,A,"['high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
698,604,Norway pout,Aquatic foods,Fishes,-5,A,[]
699,606,True oyster,Aquatic foods,Mollusks,-3,A,"['high_vitaminB5', 'high_vitaminB8']"
700,608,Persimmon,Fruits,Tropical fruits,-2,A,[]
701,609,Pikeperch,Aquatic foods,Fishes,-5,A,['high_phosphorus']
702,610,"Pleuronectidae (Dab, Halibut, Plaice)",Aquatic foods,Fishes,13,D,"['high_vitaminB5', 'high_vitaminB8']"
703,611,Rock ptarmigan,Animal foods,Poultry,-5,A,"['high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3']"
704,612,Pacific ocean perch,Aquatic foods,Fishes,-4,A,[]
705,613,Black salsify,Vegetables,Root vegetables,-2,A,[]
706,614,True seal,Aquatic foods,Pinnipeds,-3,A,"['high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3']"
707,615,Red algae,Aquatic foods,Seaweed,7,C,"['high_calcium', 'high_iron']"
708,616,Kombu,Aquatic foods,Seaweed,13,D,"['high_sodium', 'high_potassium', 'high_calcium', 'high_phosphorus', 'high_vitaminB11']"
709,617,Snail,Aquatic foods,Mollusks,-5,A,"['high_phosphorus', 'high_vitaminEAlpha']"
710,618,True sole,Aquatic foods,Fishes,-4,A,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
711,619,Catfish,Aquatic foods,Fishes,0,B,"['high_vitaminK1', 'high_vitaminB3', 'high_vitaminB5']"
712,621,Thunnus,Aquatic foods,Fishes,1,B,"['high_phosphorus', 'high_vitaminD3', 'high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8']"
713,622,Walnut,Nuts,Nuts,11,D,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8', 'high_vitaminB11']"
714,623,"Cetacea (Dolphin, Porpoise, Whale)",Aquatic foods,Cetaceans,-4,A,[]
715,624,"Columbidae (Dove, Pigeon)",Animal foods,Poultry,-5,A,"['high_iron', 'high_phosphorus', 'high_vitaminB3', 'high_vitaminB6']"
716,625,Conch,Aquatic foods,Mollusks,-4,A,"['high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminB11']"
717,626,Grape wine,Beverages,Fermented beverages,0,B,['high_vitaminB5']
718,630,Liquor,Beverages,Distilled beverages,-2,B,['high_vitaminB5']
719,631,Cheese,Milk and milk products,Fermented milk products,16,D,"['high_sodium', 'high_calcium', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB8']"
720,632,Milk (Cow),Milk and milk products,Unfermented milks,-2,A,"['high_vitaminC', 'high_vitaminB5', 'high_vitaminB8']"
721,633,Eggs,Eggs,Eggs,5,C,"['high_sodium', 'high_potassium', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8']"
722,634,Yogurt,Milk and milk products,Fermented milk products,7,C,"['high_vitaminB5', 'high_vitaminB8']"
723,638,Bean,Pulses,Beans,-1,A,['high_vitaminB5']
724,640,Whisky,Beverages,Distilled beverages,6,D,"['high_calcium', 'high_vitaminB5']"
725,641,Ice cream,Confectioneries,Frozen desserts,15,D,['high_vitaminB5']
726,643,Honey,Confectioneries,Other confectioneries,10,C,"['high_vitaminK1', 'high_vitaminB5']"
727,644,Liquorice,Confectioneries,Candies,-1,A,[]
728,645,Vinegar,Baking goods,Seasonings,0,B,[]
729,647,Port wine,Beverages,Fortified wines,0,B,[]
730,648,Vermouth,Beverages,Fortified wines,0,B,[]
731,649,Sherry,Beverages,Fortified wines,0,B,[]
732,651,Nougat,Confectioneries,Other confectioneries,22,E,['high_vitaminB5']
733,653,Toffee,Confectioneries,Other confectioneries,27,E,[]
734,654,Cake,Confectioneries,Desserts,24,E,['high_vitaminB5']
735,655,Pizza,Dishes,Other dishes,7,C,['high_vitaminB5']
736,656,Ymer,Milk and milk products,Fermented milk products,-3,A,"['high_vitaminB5', 'high_vitaminB8']"
737,657,Other snack food,Snack foods,Snack foods,27,E,"['high_sodium', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
738,659,Crisp bread,Cereals and cereal products,Flat breads,10,C,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
739,660,Pastry,Confectioneries,Desserts,21,E,"['high_vitaminEGamma', 'high_vitaminB5']"
740,661,Dragée,Confectioneries,Candies,-3,A,[]
741,662,Chewing gum,Confectioneries,Candies,13,D,"['high_calcium', 'high_iron']"
742,663,Marzipan,Confectioneries,Other confectioneries,16,D,"['high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminB5', 'high_vitaminB8']"
743,664,Salad dressing,Baking goods,Dressings,22,E,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5', 'high_vitaminB8']"
744,665,Sauce,Baking goods,Sauces,21,E,"['high_vitaminEAlpha', 'high_vitaminB5']"
745,667,Butter,Milk and milk products,Other milk products,4,C,['high_vitaminB5']
746,668,Butter substitute,Baking goods,Substitutes,9,C,['high_sodium']
747,669,Cream,Milk and milk products,Other milk products,10,C,"['high_vitaminB5', 'high_vitaminB8']"
748,670,Sugar,Baking goods,Sugars,0,B,['high_vitaminB5']
749,671,Sausage,Dishes,Ground meat,9,C,"['high_iron', 'high_vitaminB5', 'high_vitaminB8']"
750,672,Meatball,Dishes,Ground meat,1,B,[]
751,673,Mustard,Baking goods,Condiments,11,D,"['high_sodium', 'high_vitaminB5']"
752,674,Pate,Dishes,Ground meat,18,D,"['high_sodium', 'high_iron', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB8', 'high_vitaminB11']"
753,676,Sugar substitute,Baking goods,Substitutes,14,D,['high_vitaminB5']
754,677,Meat bouillon,Baking goods,Baking goods,5,C,"['high_sodium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
755,679,Whey,Milk and milk products,Other milk products,0,B,"['high_potassium', 'high_calcium', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB8']"
756,680,Casein,Milk and milk products,Other milk products,0,B,['high_vitaminB3']
757,681,Fruit preserve,Fruits,Fruit products,12,D,['high_vitaminB5']
758,682,Leavening agent,Baking goods,Baking goods,14,D,"['high_sodium', 'high_calcium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8', 'high_vitaminB11']"
759,683,Marshmallow,Confectioneries,Candies,11,D,['high_vitaminB5']
760,684,Gelatin,Baking goods,Baking goods,-2,A,['high_calcium']
761,686,Other fish product,Aquatic foods,Fish products,21,E,"['high_vitaminEGamma', 'high_vitaminB5']"
762,687,Milk (Human),Milk and milk products,Unfermented milks,-1,A,"['high_vitaminB5', 'high_vitaminB8']"
763,689,Other beverage,Beverages,Other beverages,4,C,['high_vitaminB5']
764,690,Baby food,Baby foods,Baby foods,23,E,"['high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminK1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8']"
765,691,Dumpling,Dishes,Other dishes,9,C,[]
766,692,Soup,Dishes,Other dishes,10,C,"['high_sodium', 'high_vitaminB5']"
767,693,Other vegetable product,Vegetables,Vegetable products,0,B,['high_vitaminB5']
768,694,Unclassified food or beverage,Unclassified,Unclassified,10,C,"['high_vitaminK1', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
769,695,Syrup,Baking goods,Baking goods,12,D,['high_vitaminB5']
770,696,Tallow,Fats and oils,Animal fats,-3,A,['high_vitaminB8']
771,697,Remoulade,Baking goods,Condiments,19,E,"['high_vitaminEAlpha', 'high_vitaminB5', 'high_vitaminB8']"
772,698,Chocolate spread,Confectioneries,Spreads,18,D,"['high_vitaminEAlpha', 'high_vitaminB5', 'high_vitaminB11']"
773,699,Fruit gum,Confectioneries,Candies,-4,A,[]
774,700,Curry powder,Herbs and Spices,Herb and spice mixtures,4,C,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminK1', 'high_vitaminB6', 'high_vitaminB11']"
775,701,Other candy,Confectioneries,Candies,14,D,"['high_iron', 'high_vitaminEGamma', 'high_vitaminB5']"
776,702,Meringue,Confectioneries,Other confectioneries,23,E,[]
777,704,Other animal fat,Fats and oils,Animal fats,-3,A,['high_vitaminB5']
778,707,Cocoa powder,Cocoa and cocoa products,Cocoa products,9,C,"['high_potassium', 'high_iron', 'high_vitaminB5']"
779,709,Chocolate,Cocoa and cocoa products,Cocoa products,23,E,"['high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB8']"
780,710,Hot chocolate,Cocoa and cocoa products,Cocoa products,0,B,"['high_vitaminB5', 'high_vitaminB8']"
781,711,Dried milk,Milk and milk products,Other milk products,-1,A,"['high_potassium', 'high_calcium', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8']"
782,712,Milk (Other mammals),Milk and milk products,Unfermented milks,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
783,713,Kefir,Milk and milk products,Fermented milks,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
784,714,Buttermilk,Milk and milk products,Fermented milks,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
785,715,Other fermented milk,Milk and milk products,Fermented milks,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
786,716,Soy sauce,Soy,Soy products,8,C,"['high_sodium', 'high_vitaminB5']"
787,717,Miso,Soy,Soy products,8,C,"['high_sodium', 'high_phosphorus', 'high_vitaminK1', 'high_vitaminB5']"
788,718,Tofu,Soy,Soy products,-1,A,['high_vitaminB5']
789,721,Zwieback,Cereals and cereal products,Leavened breads,19,E,"['high_vitaminB5', 'high_vitaminB11']"
790,722,Roe,Aquatic foods,Roe,5,C,"['high_sodium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB5']"
791,723,Cichlidae (Tilapia),Aquatic foods,Fishes,-5,A,"['high_vitaminD3', 'high_vitaminB5']"
792,724,Icing,Confectioneries,Other confectioneries,26,E,"['high_vitaminEGamma', 'high_vitaminB5']"
793,725,Snack bar,Snack foods,Snack foods,24,E,"['high_calcium', 'high_iron', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
794,726,Green turtle,Aquatic foods,Other aquatic foods,-5,A,[]
795,727,Energy drink,Beverages,Nutritional beverages,0,B,"['high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6']"
796,728,Burrito,Dishes,Tex-Mex cuisine,11,D,['high_vitaminB5']
797,729,Hamburger,Dishes,Sandwiches,19,E,"['high_vitaminB5', 'high_vitaminB11']"
798,730,Baked beans,Dishes,Other dishes,5,C,['high_vitaminB5']
799,731,Chili,Dishes,Tex-Mex cuisine,5,C,['high_vitaminB5']
800,732,Taco,Dishes,Tex-Mex cuisine,10,C,['high_vitaminB5']
801,733,Tortilla,Cereals and cereal products,Flat breads,4,C,"['high_phosphorus', 'high_vitaminB5']"
802,734,Nachos,Dishes,Tex-Mex cuisine,18,D,"['high_sodium', 'high_calcium', 'high_phosphorus', 'high_vitaminEGamma', 'high_vitaminB5']"
803,735,Processed cheese,Milk and milk products,Fermented milk products,20,E,"['high_sodium', 'high_calcium', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB5']"
804,736,Salad,Dishes,Other dishes,3,C,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
805,737,Cream substitute,Baking goods,Substitutes,12,D,['high_vitaminB5']
806,738,Dulce de leche,Confectioneries,Spreads,-3,A,"['high_calcium', 'high_vitaminB5']"
807,739,Topping,Baking goods,Baking goods,22,E,['high_vitaminB5']
808,740,Sweet custard,Confectioneries,Milk desserts,-2,A,['high_vitaminB5']
809,742,Egg roll,Dishes,Asian cuisine,13,D,"['high_vitaminK1', 'high_vitaminB5', 'high_vitaminB11']"
810,743,Heart of palm,Vegetables,Other vegetables,1,B,['high_vitaminB5']
811,744,Popcorn,Snack foods,Snack foods,8,C,"['high_phosphorus', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminB5']"
812,745,Potato chip,Snack foods,Snack foods,26,E,"['high_sodium', 'high_potassium', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
813,746,Tortilla chip,Snack foods,Snack foods,21,E,"['high_vitaminEAlpha', 'high_vitaminB5']"
814,747,Corn chip,Snack foods,Snack foods,24,E,"['high_vitaminB2', 'high_vitaminB5']"
815,748,Hibiscus tea,Teas,Herbal teas,1,B,"['high_iron', 'high_vitaminB1']"
816,749,Stew,Dishes,Other dishes,9,C,['high_vitaminB5']
817,750,Gelatin dessert,Confectioneries,Desserts,13,D,['high_vitaminB5']
818,751,Junket,Confectioneries,Milk desserts,3,C,['high_vitaminB5']
819,752,Falafel,Dishes,Other dishes,-2,A,"['high_vitaminB5', 'high_vitaminB11']"
820,753,Frybread,Dishes,Other dishes,22,E,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
821,754,Other frozen dessert,Confectioneries,Frozen desserts,5,C,['high_vitaminB5']
822,755,Lasagna,Dishes,Pasta dishes,6,C,['high_vitaminB5']
823,756,Morchella (Morel),Vegetables,Mushrooms,-3,A,"['high_iron', 'high_vitaminB5']"
824,757,Pancake,Dishes,Other dishes,20,E,"['high_sodium', 'high_potassium', 'high_vitaminB5', 'high_vitaminB6']"
825,758,Pectin,Baking goods,Baking goods,11,D,['high_vitaminB5']
826,759,Pudding,Confectioneries,Desserts,8,C,"['high_phosphorus', 'high_vitaminB5']"
827,760,Waffle,Dishes,Other dishes,22,E,"['high_sodium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminEGamma', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
828,761,Soy milk,Soy,Soy products,1,B,['high_vitaminB5']
829,762,Meatloaf,Dishes,Ground meat,16,D,"['high_sodium', 'high_vitaminB1', 'high_vitaminB5']"
830,763,Sake,Beverages,Fermented beverages,0,B,[]
831,764,Cocktail,Beverages,Alcoholic beverages,4,C,['high_vitaminB5']
832,765,Couscous,Dishes,Berber cuisine,4,C,['high_vitaminB5']
833,766,Bulgur,Cereals and cereal products,Cereal products,5,C,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
834,767,Coffee substitute,Baking goods,Substitutes,12,D,"['high_potassium', 'high_iron', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5']"
835,768,Coffee mocha,Coffee and coffee products,Coffee products,18,D,"['high_potassium', 'high_phosphorus', 'high_vitaminB5']"
836,769,Chimichanga,Dishes,Mexican cuisine,0,B,['high_vitaminB5']
837,770,Semolina,Cereals and cereal products,Cereal products,8,C,"['high_vitaminK1', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
838,771,Tapioca pearl,Baking goods,Baking goods,14,D,['high_vitaminB5']
839,772,Tostada,Dishes,Mexican cuisine,0,B,['high_vitaminB5']
840,773,Quesadilla,Dishes,Mexican cuisine,19,E,"['high_sodium', 'high_calcium', 'high_phosphorus']"
841,774,Baked potato,Dishes,Potato dishes,-2,A,['high_vitaminB5']
842,775,Hot dog,Dishes,Sandwiches,2,B,"['high_sodium', 'high_vitaminB5']"
843,776,Spread,Baking goods,Baking goods,28,E,"['high_sodium', 'high_vitaminEAlpha', 'high_vitaminK1', 'high_vitaminB5']"
844,777,Enchilada,Dishes,Mexican cuisine,2,B,['high_vitaminB5']
845,778,Egg substitute,Baking goods,Substitutes,3,C,"['high_sodium', 'high_potassium', 'high_calcium', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB11']"
846,779,Nutritional drink,Beverages,Nutritional beverages,10,E,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminEAlpha', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
847,780,Other sandwich,Dishes,Sandwiches,16,D,"['high_vitaminEGamma', 'high_vitaminB5']"
848,781,Ketchup,Baking goods,Condiments,12,D,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
849,782,Breakfast sandwich,Dishes,Sandwiches,19,E,"['high_vitaminEGamma', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB11']"
850,783,Adobo,Baking goods,Seasonings,24,E,['high_sodium']
851,784,Macaroni and cheese,Dishes,Pasta dishes,9,C,['high_vitaminB5']
852,785,Butterfat,Milk and milk products,Other milk products,0,B,"['high_vitaminD3', 'high_vitaminB5']"
853,786,Horned melon,Gourds,Gourds,-1,A,['high_vitaminB5']
854,787,Hushpuppy,Dishes,American cuisine,24,E,"['high_sodium', 'high_calcium', 'high_vitaminK1', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
855,788,Fruit juice,Beverages,Other beverages,11,E,['high_vitaminB5']
856,789,Relish,Baking goods,Condiments,10,C,"['high_vitaminK1', 'high_vitaminB5']"
857,790,Other fruit product,Fruits,Fruit products,12,D,"['high_potassium', 'high_vitaminB5', 'high_vitaminB8']"
858,791,Fruit salad,Fruits,Fruit products,0,B,['high_vitaminB5']
859,792,Soy yogurt,Soy,Soy products,2,B,[]
860,793,Vegetarian food,Dishes,Other dishes,5,C,"['high_vitaminEAlpha', 'high_vitaminB5']"
861,795,Cold cut,Dishes,Ground meat,15,D,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
862,796,Mixed nuts,Nuts,Nuts,10,C,"['high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminB5']"
863,803,Phyllo dough,Baking goods,Baking goods,18,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
864,804,Cooking oil,Baking goods,Baking goods,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1']"
865,805,Pie crust,Baking goods,Wrappers,29,E,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
866,806,Pie filling,Baking goods,Baking goods,5,C,['high_vitaminB5']
867,807,Pie,Confectioneries,Desserts,19,E,"['high_vitaminEGamma', 'high_vitaminB5']"
868,810,Ice cream cone,Baking goods,Wrappers,18,D,['high_vitaminB5']
869,812,Cracker,Snack foods,Snack foods,22,E,"['high_sodium', 'high_vitaminEGamma', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
871,814,Naranjilla,Fruits,Tropical fruits,0,B,['high_vitaminB5']
872,815,Natto,Soy,Soy products,3,C,"['high_potassium', 'high_iron', 'high_vitaminK1', 'high_vitaminB5']"
873,816,Ravioli,Dishes,Pasta dishes,4,C,['high_vitaminB5']
874,817,Scrapple,Dishes,American cuisine,17,D,['high_sodium']
875,818,Other pasta dish,Dishes,Pasta dishes,2,B,"['high_vitaminB2', 'high_vitaminB5']"
876,819,Succotash,Dishes,American cuisine,-2,A,['high_vitaminB5']
877,820,Tamale,Dishes,Latin American cuisine,8,C,['high_vitaminB5']
878,822,Rice cake,Dishes,Asian cuisine,10,C,"['high_phosphorus', 'high_vitaminB3']"
879,823,Tree fern,Vegetables,Other vegetables,-2,A,['high_vitaminB5']
880,824,Evaporated milk,Milk and milk products,Other milk products,-3,A,"['high_calcium', 'high_vitaminD3', 'high_vitaminB5']"
881,825,Flour,Cereals and cereal products,Cereal products,24,E,"['high_sodium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
882,826,Akutaq,Confectioneries,Desserts,14,D,['high_vitaminB5']
883,829,Pita bread,Cereals and cereal products,Flat breads,12,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
884,830,Focaccia,Cereals and cereal products,Flat breads,17,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
885,831,Bagel,Cereals and cereal products,Leavened breads,12,D,"['high_iron', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
886,832,Other bread product,Cereals and cereal products,Bread products,10,C,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
887,834,Piki bread,Cereals and cereal products,Flat breads,11,D,"['high_potassium', 'high_iron', 'high_phosphorus', 'high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB6']"
888,835,French toast,Cereals and cereal products,Leavened breads,14,D,"['high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB6']"
889,836,Wheat bread,Cereals and cereal products,Leavened breads,11,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
890,837,Rye bread,Cereals and cereal products,Leavened breads,6,C,"['high_vitaminB5', 'high_vitaminB8']"
891,838,Oat bread,Cereals and cereal products,Leavened breads,8,C,"['high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
892,839,Potato bread,Cereals and cereal products,Other breads,9,C,"['high_potassium', 'high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
893,840,Cornbread,Cereals and cereal products,Flat breads,25,E,"['high_sodium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
894,841,Corn grits,Cereals and cereal products,Cereal products,7,C,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
895,842,Multigrain bread,Cereals and cereal products,Leavened breads,8,C,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
896,843,Rice bread,Cereals and cereal products,Leavened breads,8,C,"['high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
897,844,Pan dulce,Cereals and cereal products,Leavened breads,19,E,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
898,845,Raisin bread,Cereals and cereal products,Sweet breads,12,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
899,846,Wonton wrapper,Baking goods,Wrappers,14,D,"['high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
900,848,Trail mix,Snack foods,Snack foods,-3,A,"['high_potassium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
901,849,Greenthread tea,Teas,Herbal teas,0,B,[]
902,850,Fruit-flavor drink,Beverages,Other beverages,13,E,['high_vitaminB5']
903,851,Vegetable juice,Beverages,Other beverages,0,B,"['high_vitaminB5', 'high_vitaminB8']"
904,852,Horchata,Beverages,Other beverages,14,E,"['high_iron', 'high_vitaminB5']"
905,853,Soft drink,Beverages,Other beverages,0,B,[]
906,854,Frozen yogurt,Confectioneries,Frozen desserts,6,C,['high_vitaminB5']
907,855,Milkshake,Confectioneries,Frozen desserts,7,C,['high_vitaminB5']
908,856,Chocolate mousse,Confectioneries,Desserts,13,D,['high_vitaminB5']
909,858,Pupusa,Dishes,Latin American cuisine,11,D,"['high_vitaminEGamma', 'high_vitaminB5']"
910,859,Empanada,Dishes,Latin American cuisine,17,D,['high_vitaminB5']
911,860,Arepa,Dishes,Latin American cuisine,11,D,['high_vitaminB5']
912,861,Ascidians,Aquatic foods,Other aquatic foods,5,C,['high_sodium']
913,862,Gefilte fish,Dishes,Jewish cuisine,0,B,['high_vitaminB5']
914,863,Yellow pond-lily,Herbs and Spices,Herbs,6,C,"['high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminB5', 'high_vitaminB6']"
915,864,Fish burger,Dishes,Sandwiches,17,D,[]
916,865,Other dish,Dishes,Other dishes,-2,A,['high_vitaminB5']
917,866,Pot pie,Dishes,Other dishes,11,D,['high_vitaminB5']
918,867,Stuffing,Baking goods,Baking goods,21,E,"['high_sodium', 'high_iron', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
919,868,Edible shell,Baking goods,Wrappers,21,E,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
920,869,Fudge,Confectioneries,Candies,23,E,['high_vitaminB5']
